,racquet_img,racquet_name,racquet_rating,racquet_price,racquet_desc,racquet_swingweight,racquet_composition,racquet_power,racquet_stroke_style,racquet_swing_speed,racquet_colors,racquet_grip_type,racquet_head_size_sq_in,racquet_length_in,racquet_balance_in,racquet_strung_weight_oz,racquet_balance_HH_HL,racquet_stiffness,racquet_avg_beam_width,racquet_mains,racquet_crosses,racquet_tension_lower,racquet_tension_upper
10,https://img.tennis-warehouse.com/watermark/rs.php?path=BRPDL-1.jpg&nw=455,Babolat Pure Drive Lite,5.0,159.0," Babolat adds another chapter to Pure Drive Lite! At 10 ounces strung this racquet brings the explosive speed, raw power and impressive spin-potential of the Pure Drive franchise to dedicated beginners and early intermediate players. Updated with Babolat's new HTR System, the graphite layup has been re-engineered for higher torsional rigidity, resulting in more efficient energy transfer to the ball. To help soak up the harsher vibrations of this racquet's stiff construction, Babolat has devoted more real estate in the Pure Drive's shaft to SWX Pure Feel, a thin and extremely flexible viscoelastic rubber that sits between the carbon layers. Additional features include FSI Power Technology, which optimizes the grommet system and string spacing for higher energy return and vicious RPMs (think easy spin). On groundstrokes the Pure Drive Lite swings easier than both the standard Pure Drive and Pure Drive Team, making it perfect for less advanced players, especially if they are looking to master the mechanics of power and spin. This racquet's user-friendly mobility continues at net where it glides into position with remarkable ease, making it easier for you to spring into action when opportunity knocks. The speed is also an asset on service returns where the Pure Drive Lite comes around with lightning speed to deliver impressive power and accuracy. With incremental updates to the feel and response, the Pure Drive Lite continues to be a great option for the improving player. Did we mention the easy power and spin? ",299.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue,Babolat Syntec Pro,100.0,27.0,13.4,10.0,1.0,69.0,24.0,16.0,19.0,50.0,59.0
11,https://img.tennis-warehouse.com/watermark/rs.php?path=BRPD17-1.jpg&nw=455,Babolat Pure Drive 107,4.8,169.0," With this racquet, Babolat takes the legendary power and spin of the Pure Drive franchise and puts it into a more comfortable and forgiving head size. It's called the Pure Drive 107 and it is perfect for beginner and intermediate players. Updated with Babolat's new HTR System, the graphite layup has been re-engineered for higher torsional rigidity, resulting in more efficient energy transfer to the ball. To help soak up the harsher vibrations of this racquet's stiff construction, Babolat has devoted more real estate in the Pure Drive's shaft to SWX Pure Feel a thin and extremely flexible viscoelastic rubber that sits between the carbon layers. Additional features include FSI Power Technology, which optimizes the grommet system and string spacing for higher energy return and vicious RPMs (think heavy ball). From the baseline, the Pure Drive 107 offers a comfortably crisp response. With its generous hitting area, this stick is more comfortable and forgiving than the standard Pure Drive. In addition to its explosive acceleration and easy power, this racquet's spin-potential delivers impressive command over the ball. At net the Pure Drive 107 comes around with lightning speed to deliver above average stability for its weight class. Block volleys feel solid, and there is no struggle required to execute deep, piercing replies. This stick also shines on serve where the slightly extended length (27.2"") delivers easier power than a standard length racquet. Ultimately, with some incremental tweak to the feel, the Pure Drive 107 continues to be a great option for the player who wants the undeniable advantages that come from a larger, more user-friendly head size. ",309.0,Graphite,Medium,Medium,Medium,Blue,Babolat Syntec Pro,107.0,27.2,12.99,10.6,5.0,69.0,24.0,16.0,19.0,50.0,59.0
12,https://img.tennis-warehouse.com/watermark/rs.php?path=BRPD11-1.jpg&nw=455,Babolat Pure Drive 110,5.0,169.0," Updated with improved dampening for 2021, the Pure Drive 110 continues to be an obvious choice for any player who wants high comfort, easy power and raw speed. At under 10 ounces strung, this ultra maneuverable racquet is not only ideal for beginners, it should also tempt the senior doubles player who is looking to supercharge their serves, volleys and returns. In addition to its forgiving oversize head, this arm-friendly racquet has an extended 27.6"" length, resulting in extra leverage for loading the ball with power. Updated with Babolat's new HTR System, this racquet's graphite layup has been re-engineered for higher torsional rigidity, resulting in more efficient energy transfer to the ball. To help soak up harsher vibrations, Babolat has devoted more real estate in the Pure Drive's shaft to SWX Pure Feel, a thin and extremely flexible viscoelastic rubber that sits between the carbon layers. Additional features include FSI Power Technology, which optimizes the grommet system and string spacing for higher energy return and vicious RPMs (think heavy ball). On groundstrokes this racquet moves with lightning speed. It rewards medium length strokes with easy depth, and there is blistering power available on full swings. The large hitting area provides a nice margin of error, ensuring that comfort and power remain high even when contact is less than perfect. It also packs an open 16x19 string pattern with impressive spin-potential. As with the previous generation, this racquet shines at net. In addition to moving fast when the pressure is on, this racquet's large and stable hitting surface makes it easy to hit effective volleys. With its extended 27.6"" length, it not only hits lethal overheads, but it give you an undeniable power boost on serve. Ultimately, with some impressive tweaks to the feel, the Pure Drive 110 keeps getting better. Players looking for a fast, comfortable and powerful oversize racquet should start here. ",298.0,Graphite,Medium-High,Compact-Medium,Slow-Moderate,Blue,Babolat Syntec Lite,110.0,27.6,13.37,9.5,3.0,70.0,24.666666,16.0,19.0,50.0,59.0
13,https://img.tennis-warehouse.com/watermark/rs.php?path=BARO98-1.jpg&nw=455,Babolat Pure Aero 98 2023,4.9,299.0," Babolat adds another chapter to the most controlled and surgical member of the Pure Aero family. Formerly called the Pure Aero VS, the Pure Aero 98 gives big hitters a powerfully precise weapon. Compared to the standard Pure Aero, this racquet features a more compact head along with a denser string pattern and a thinner, more flexible beam. The payoff is extra control, which comes in handy on bigger cuts or when targeting the lines. That said, this stick still packs enough pop to put your opponent in check. For 2023 Babolat adds NF² Technology which uses flax inserts at 3/9 in the head to soften ball impact. Babolat also updates its FSI Spin technology with slightly tighter string spacing. The result is greater control (and confidence) when maximizing stroke speed in the service of power and spin. With some nice updates to the response, the Pure Aero 98 delivers the spin and power of a modern player's racquet but with the control and feel needed to fully engage with your targets. BASED ON ADDITIONAL SAMPLES MEASURED, THE SWINGWEIGHT WAS LOWERED FROM 327 TO 321 ON 6.13.24. ",321.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/Yellow,Syntec Pro,98.0,27.0,12.79,11.4,6.0,66.0,22.0,16.0,20.0,50.0,59.0
14,https://img.tennis-warehouse.com/watermark/rs.php?path=BPAD98-1.jpg&nw=455,Babolat Pure Aero 98 2-Pack 2023,5.0,579.0," PLEASE NOTE: this product is for 2 Pure Aero 98 racquets, with a maximum weight difference of 1 gram.Babolat adds another chapter to the most controlled and surgical member of the Pure Aero family. Formerly called the Pure Aero VS, the Pure Aero 98 gives big hitters a powerfully precise weapon. Compared to the standard Pure Aero, this racquet features a more compact head along with a denser string pattern and a thinner, more flexible beam. The payoff is extra control, which comes in handy on bigger cuts or when targeting the lines. That said, this stick still packs enough pop to put your opponent in check. For 2023 Babolat adds NF² Technology which uses flax inserts at 3/9 in the head to soften ball impact. Babolat also updates its FSI Spin technology with slightly tighter string spacing. The result is greater control (and confidence) when maximizing stroke speed in the service of power and spin. With some nice updates to the response, the Pure Aero 98 delivers the spin and power of a modern player's racquet but with the control and feel needed to fully engage with your targets.  ",321.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/Yellow,Syntec Pro,98.0,27.0,12.79,11.4,6.0,66.0,22.0,16.0,20.0,50.0,59.0
15,https://img.tennis-warehouse.com/watermark/rs.php?path=BARO-1.jpg&nw=455,Babolat Pure Aero 2023,4.7,289.0," With its ""best of class"" combination of speed, spin and power, the Pure Aero is one of the most popular and versatile racquets ever made. At 11.2 ounces strung and boasting a zippy sub-325 swingweight, this stick delivers easy acceleration from the baseline and quick handling at net. It also possesses the kind of spin-friendly precision and raw power that is dangerous in the hands of aggressive players. For 2022, in addition to a more arm-friendly flex point, Babolat adds comfort with NF² Technology, which uses flax inserts in the handle and upper hoop to soften ball impact. Babolat also updates its FSI Spin technology with slightly tighter string spacing. The result is greater control (and confidence) when maximizing stroke speed in the service of power and spin. Intermediate and advanced players looking for a speedy spin-monster with surgical targeting will love this update. 
Swingweight updated on 2.28.25 based on additional samples measured
 ",318.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Black,Babolat Syntec Pro,100.0,27.0,12.99,11.2,4.0,66.0,24.0,16.0,19.0,50.0,59.0
16,https://img.tennis-warehouse.com/watermark/rs.php?path=BAROPL-1.jpg&nw=455,Babolat Pure Aero Plus 2023,5.0,289.0," Babolat updates the feel and string bed of one of the game's best extended length racquets. It's called the Pure Aero Plus and it gives experienced ball strikers the ability to hit a very heavy ball. Like the standard Pure Aero, this stick combines a powerful tapered beam with a spin-friendly 16x19 string pattern. What separates it, however, is an extended 27.5"" length, which translates into extra pop on groundies and serves. For 2023, in addition to a softer, more arm-friendly flex point, Babolat adds comfort with NF² Technology which uses flax inserts in the handle and upper hoop to soften ball impact. Babolat also updates its FSI Spin technology with slightly tighter string spacing. The result is greater control (and confidence) when maximizing stroke speed in the service of power and spin. Ultimately, by combining impressive power with spin-friendly precision, Babolat has delivered a dangerous weapon to experienced players. The softer feel for 2023 is a nice touch. ",334.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Black,Babolat Syntec Pro,100.0,27.5,12.99,11.3,6.0,65.0,24.0,16.0,19.0,50.0,59.0
17,https://img.tennis-warehouse.com/watermark/rs.php?path=BAROTM-1.jpg&nw=455,Babolat Pure Aero Team 2023,4.8,269.0," Babolat adds another chapter to the Pure Aero Team! With this racquet, Babolat delivers a lighter, faster version of the standard Pure Aero. At 10.6 ounces strung and boasting a low swingweight, this stick moves through contact with remarkable ease, making it great for rising intermediates looking to play aggressive tennis. For 2022, Babolat updates the feel with NF² Technology which includes flax inserts in the handle for a softer feel at impact. Comfort is further enhanced by SWX Pure Feel at 3/9 o'clock in the racquet's head.  This racquet also benefits from FSI Spin Technology, which features wider spacing between the crosses for a tighter grip on the ball. From the baseline, the Pure Aero Team feels explosive and accurate. Although it lacks the stability of the standard Pure Aero, this racquet's raw speed translates into very easy shot making. Ultimately, this update to the Pure Aero Team checks all the right boxes. The softer feel is a nice bonus.  Intermediate players looking to play aggressive tennis should start here. ",302.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Black,Babolat Syntec Pro,100.0,27.0,12.85,10.6,5.0,67.0,24.0,16.0,19.0,50.0,59.0
18,https://img.tennis-warehouse.com/watermark/rs.php?path=BAROL-1.jpg&nw=455,Babolat Pure Aero Lite 2023,4.4,269.0," Updated with a softer feel and wider string spacing for 2023, the Pure Aero Lite is the perfect racquet for dedicated beginners and early intermediate players. As the lightest member in the Pure Aero family, this racquet makes it easier for improving players to generate power and spin. For 2023, Babolat updates the feel with NF² Technology which includes flax inserts in the handle for a softer feel at impact. Comfort is further enhanced by SWX Pure Feel at 3/9 o'clock in the racquet's head.  This racquet also benefits from FSI Spin Technology which features wider spacing between the crosses for a tighter grip on the ball. With some impressive updates to the feel and string bed, the Pure Aero Light continues to be an obvious option for improving players who are looking to rise to next level. ",304.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,"Yellow, Grey, White",Babolat Syntec Pro,100.0,27.0,13.38,10.0,1.0,65.0,24.0,16.0,19.0,50.0,59.0
19,https://img.tennis-warehouse.com/watermark/rs.php?path=PARRA-1.jpg&nw=455,Babolat Pure Aero Rafa,4.9,249.0," Introducing the Pure Aero Rafa the lighter, faster companion to the Rafa Origin. At under 11 ounces strung, this stick makes it easy for intermediate players to load the ball with pace and spin. Like the heavier model endorsed by Nadal, the Pure Aero Rafa does not put a lot of technology between player and ball, resulting in a more ""connected feel"" at impact (think control). From the baseline, this stick is not only fast enough for whipping up spin or resetting the point with an outstretched flick, it also gives you the advantage of a near-even balance, which helps keep the racquet more stable (and comfortable) through impact. The user-friendly combination of speed and stability continues at net where the Pure Aero Rafa comes around fast to deliver a wonderfully solid feel for its weight class. In addition to Babolat's iconic Aeromodular Beam and Woofer Grommet system, this racquet comes with FSI Spin Technology, which features wider cross spacing for a tighter grip on the ball. Ultimately, the Pure Aero Rafa is not only perfect for the intermediate player looking to go on offense, it should also tempt the more advanced ball striker looking for a lighter spec with fewer tradeoffs in the stability department.   ",323.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Pink/Yellow/Black,Babolat Syntec Pro,100.0,27.0,13.38,10.7,1.0,69.0,24.0,16.0,19.0,50.0,59.0
20,https://img.tennis-warehouse.com/watermark/rs.php?path=PSRKT-1.jpg&nw=455,Babolat Pure Strike 98 16x19,4.7,199.2," Babolat adds another chapter to the Pure Strike 98 16x19! Like previous generations, this update is made for players who want a control-oriented racquet that has enough pop to finish points. It also has more spin potential than its 18x20 counterpart, making it easier to execute the full range of angles and trajectories. Other specs include a 330 swingweight, which not only keeps the racquet stable against higher levels of pace but also translates into impressive power on full cuts. For this update, Babolat adds FSI Control technology, which features tighter string spacing for an even more precise and predictable trajectory. To help with comfort, Babolat updates this racquet with NF2-Tech (flax fibers) in the shaft while keeping the head free of dampening agents to provide more direct ball feedback. As with previous generations, this frame benefits from Control Frame Technology, which blends square and elliptical cross sections to enhance stability and ball feedback. Ultimately, with subtle updates to the feel, the Pure Strike 98 16x19 remains a great option for experienced players looking for a stable racquet with controllable power and great feel.   ",330.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,White/Coral,Babolat Syntec Team,98.0,27.0,13.0,11.4,4.0,64.0,21.666666,16.0,19.0,48.0,57.0
21,https://img.tennis-warehouse.com/watermark/rs.php?path=PSSTRR-1.jpg&nw=455,Babolat Pure Strike 98 18x20,4.6,199.2," Babolat adds another chapter to its most control-oriented racquet. Like previous versions of the Pure Strike 98 18x20, this traditional player's racquet is defined by its dense string pattern and laser-like trajectory, making it great for driving the ball through the court. It also packs a 332 swingweight, which gives it excellent stability against heavy hitters while also rewarding strong players with enough mass-based pop to impose their will. For this update, Babolat adds FSI Control technology, which features tighter string spacing for an even more precise and predictable trajectory. To help with comfort, Babolat puts NF2-Tech (flax fibers) in the shaft while keeping the head free of dampening agents to provide more direct ball feedback. As with previous generations, this frame benefits from Control Frame Technology, which blends square and elliptical cross sections to enhance stability and ball feedback. Ultimately, with this update, Babolat keeps a good thing going. Experienced players looking for a stable racquet with phenomenal control will love this one.  ",332.0,Graphite,Low,Full,Fast,White/Coral,Babolat Syntec Team,98.0,27.0,13.0,11.4,4.0,63.0,21.666666,18.0,20.0,48.0,57.0
22,https://img.tennis-warehouse.com/watermark/rs.php?path=PS97S-1.jpg&nw=455,Babolat Pure Strike 97,4.8,223.2," Babolat added another chapter to the Pure Strike 97 (formerly called the Pure Strike VS). Boasting the thinnest beam and most compact head in the Pure Strike family, this racquet delivers mindless accuracy on full cuts. It also moves extremely fast for its weight, making it great for whipping up spin, hitting shots on the run or reacting quickly at net. Compared to the previous generation, this update offers better pocketing along with a more plush feel off-center, especially in the upper hoop where the previous gen was a tad brassy. The Pure Strike 97 also comes with FSI Control technology, which tightens the string spacing for an even more precise and predictable trajectory. To help with comfort, Babolat adds NF² Tech which uses flax inserts in the shaft to help dampen harsh impact vibrations. Like the previous generation, this frame benefits from Control Frame Technology, which blends square and elliptical cross sections to deliver a stable hitting experience with excellent ball feedback. Ultimately, this racquet continues to be an obvious option for experienced players who want a speedy modern player's racquet with surgical targeting and great feel. The fact that it's even more comfortable than its predecessor is a nice bonus.  ",321.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,LEATHER!,97.0,27.0,12.59,11.7,7.0,63.0,21.333334,16.0,20.0,48.0,57.0
23,https://img.tennis-warehouse.com/watermark/rs.php?path=PS97D-1.jpg&nw=455,Babolat Pure Strike 97 2-Pack,5.0,431.2," Please note: this product is for 2 racquetsBabolat added another chapter to the Pure Strike 97 (formerly called the Pure Strike VS). Boasting the thinnest beam and most compact head in the Pure Strike family, this racquet delivers mindless accuracy on full cuts. It also moves extremely fast for its weight, making it great for whipping up spin, hitting shots on the run or reacting quickly at net. Compared to the previous generation, this update offers better pocketing along with a more plush feel off-center, especially in the upper hoop where the previous gen was a tad brassy. The Pure Strike 97 also comes with FSI Control technology, which tightens the string spacing for an even more precise and predictable trajectory. To help with comfort, Babolat adds NF² Tech which uses flax inserts in the shaft to help dampen harsh impact vibrations. Like the previous generation, this frame benefits from Control Frame Technology, which blends square and elliptical cross sections to deliver a stable hitting experience with excellent ball feedback. Ultimately, this racquet continues to be an obvious option for experienced players who want a speedy modern player's racquet with surgical targeting and great feel. The fact that it's even more comfortable than its predecessor is a nice bonus.  ",321.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,LEATHER!,97.0,27.0,12.59,11.7,7.0,63.0,21.333334,16.0,20.0,48.0,57.0
